2014,4240RL,F,1
2014,4240RL,TR,1
2014,ACHESN,R,1
2014,ACHESN,T,2
2014,Abbott,R,1
2014,Abbott,W,3
2014,Ach_A,M-F,1
2014,Ach_A,T,1
2014,Alfier,F,9
2014,Alfier,M,7
2014,Alfier,MW,38
2014,Alfier,MWF,1
2014,Alfier,R,7
2014,Alfier,T,8
2014,Alfier,TR,34
2014,Alfier,W,8
2014,Allen,W,1
2014,Alumni,F,14
2014,Alumni,M,14
2014,Alumni,MW,54
2014,Alumni,MWF,18
2014,Alumni,R,12
2014,Alumni,T,13
2014,Alumni,TR,56
2014,Alumni,W,14
2014,Anders,F,2
2014,Anders,M,1
2014,Anders,R,1
2014,Anders,T,2
2014,Anders,W,3
2014,BUTLER,M,1
2014,Baird,F,4
2014,Baird,M,8
2014,Baird,M-F,5
2014,Baird,MW,19
2014,Baird,MWF,6
2014,Baird,R,14
2014,Baird,S,1
2014,Baird,T,4
2014,Baird,TR,15
2014,Baird,W,15
2014,Baird,WR,6
2014,Baldy,F,24
2014,Baldy,M,98
2014,Baldy,M-F,24
2014,Baldy,MTW,1
2014,Baldy,MTWR,6
2014,Baldy,MW,26
2014,Baldy,MWF,70
2014,Baldy,MWTH,11
2014,Baldy,R,98
2014,Baldy,S,3
2014,Baldy,T,102
2014,Baldy,TR,100
2014,Baldy,TW,2
2014,Baldy,TWR,1
2014,Baldy,W,102
2014,Baldy,WF,1
2014,Baldy,WR,1
2014,Bell,F,14
2014,Bell,M,23
2014,Bell,M-F,5
2014,Bell,MW,12
2014,Bell,MWF,13
2014,Bell,R,15
2014,Bell,S,2
2014,Bell,T,20
2014,Bell,TR,26
2014,Bell,W,28
2014,Bell,WF,2
2014,Bioed,F,7
2014,Bioed,M,9
2014,Bioed,M-F,1
2014,Bioed,R,9
2014,Bioed,T,7
2014,Bioed,TR,2
2014,Bioed,W,9
2014,Biores,F,2
2014,Biores,M,2
2014,Bonner,M-F,2
2014,Bonner,R,1
2014,Bonner,T,1
2014,Capen,F,31
2014,Capen,M,42
2014,Capen,M-F,4
2014,Capen,MTWR,1
2014,Capen,MW,15
2014,Capen,MWF,33
2014,Capen,MWTH,2
2014,Capen,R,29
2014,Capen,S,3
2014,Capen,T,37
2014,Capen,TR,50
2014,Capen,TWR,2
2014,Capen,W,52
2014,Cary,F,1
2014,Cary,M,4
2014,Cary,T,6
2014,Cary,TR,4
2014,Cary,W,2
2014,Cell,M,1
2014,Cell,R,1
2014,Cell,T,2
2014,Cell,TR,1
2014,Cell,W,3
2014,Cfa,F,13
2014,Cfa,M,14
2014,Cfa,MTR,2
2014,Cfa,MW,116
2014,Cfa,MWF,13
2014,Cfa,R,14
2014,Cfa,S,1
2014,Cfa,T,24
2014,Cfa,TR,114
2014,Cfa,TWR,3
2014,Cfa,W,15
2014,Clark,M,1
2014,Clark,MW,10
2014,Clark,R,5
2014,Clark,T,5
2014,Clark,TR,9
2014,Clemen,F,26
2014,Clemen,M,78
2014,Clemen,M-F,15
2014,Clemen,MF,2
2014,Clemen,MTWR,5
2014,Clemen,MW,29
2014,Clemen,MWF,119
2014,Clemen,MWTH,1
2014,Clemen,R,57
2014,Clemen,S,3
2014,Clemen,T,75
2014,Clemen,TR,134
2014,Clemen,TWR,1
2014,Clemen,W,82
2014,Clemen,WF,2
2014,Coe,M,1
2014,Coe,TR,2
2014,Coe,W,2
2014,Cooke,F,11
2014,Cooke,M,21
2014,Cooke,M-F,1
2014,Cooke,MTRF,1
2014,Cooke,MTWR,1
2014,Cooke,MW,12
2014,Cooke,MWF,34
2014,Cooke,R,15
2014,Cooke,RF,1
2014,Cooke,S,2
2014,Cooke,T,22
2014,Cooke,TR,38
2014,Cooke,W,16
2014,Cooke,WF,1
2014,Crltn,M,1
2014,Crltn,W,1
2014,Crosby,F,4
2014,Crosby,M,5
2014,Crosby,MF,3
2014,Crosby,MW,6
2014,Crosby,MWF,9
2014,Crosby,R,5
2014,Crosby,T,4
2014,Crosby,TR,9
2014,Crosby,W,7
2014,Crosby,WF,2
2014,Davis,F,3
2014,Davis,M,2
2014,Davis,MW,5
2014,Davis,MWF,13
2014,Davis,R,1
2014,Davis,S,1
2014,Davis,T,1
2014,Davis,TR,18
2014,Davis,W,2
2014,Dfn,F,30
2014,Dfn,M,57
2014,Dfn,M-F,2
2014,Dfn,MF,10
2014,Dfn,MT,1
2014,Dfn,MTRF,2
2014,Dfn,MW,22
2014,Dfn,MWF,21
2014,Dfn,R,42
2014,Dfn,RF,1
2014,Dfn,S,2
2014,Dfn,T,45
2014,Dfn,TF,1
2014,Dfn,TR,44
2014,Dfn,W,47
2014,Dfn,WF,3
2014,Dfn,WRF,2
2014,Dfn_A,F,5
2014,Dfn_A,M,4
2014,Dfn_A,R,4
2014,Dfn_A,T,3
2014,Dfn_A,TR,2
2014,Dfn_A,W,6
2014,Dislng,F,1
2014,Dislng,MWF,1
2014,Farber,F,11
2014,Farber,M,14
2014,Farber,M-F,1
