Fall 2010,Data Intensive Computing,22
Fall 2011,Data Intensive Computing,52
Spring 2003,Data Intensive Computing,41
Spring 2004,Data Intensive Computing,26
Spring 2005,Data Intensive Computing,43
Spring 2014,Data Intensive Computing,164
Spring 2015,Data Intensive Computing,81
Spring 2016,Data Intensive Computing,151
Summer 2016,Data Intensive Computing,0
